              lesson_id               | tech_quality 
 d02cb3a6-2e65-4f78-9f0a-013015af048c |            5
 d02cb3a6-2e65-4f78-9f0a-013015af048c |            5
 3b036097-26ee-4637-9a27-2f59db39a684 |            5
 3b036097-26ee-4637-9a27-2f59db39a684 |            5
 e0751a57-06ae-4ec0-9364-1a855ce99d39 |            5
 e0751a57-06ae-4ec0-9364-1a855ce99d39 |            5
 63fc0bcd-5ea6-448b-b0bc-23e2927de031 |            5
 63fc0bcd-5ea6-448b-b0bc-23e2927de031 |            5
 4e35883f-60d1-445e-8a1c-71861fe5b4e0 |            5
 4e35883f-60d1-445e-8a1c-71861fe5b4e0 |            5
 70493be7-80cf-4f9f-b452-de6658c9b58f |            5
 70493be7-80cf-4f9f-b452-de6658c9b58f |            1
 36dbac4e-c2f3-40d9-800d-955bef36fbcd |            5
 69131767-f538-4305-ad4d-2f854f64e210 |            5
 69131767-f538-4305-ad4d-2f854f64e210 |            1
 4b8d1d83-3cce-4a98-8cae-9bd38f6b2a8f |            5
 4b8d1d83-3cce-4a98-8cae-9bd38f6b2a8f |            4
 aa408d50-596d-4daa-bebd-56beaaa1ad74 |             
 8d20db8a-e147-493e-a1b5-11b7f708e78c |            5
 4b0ba959-8caa-4399-b6b9-018971e006ef |            5
 4b0ba959-8caa-4399-b6b9-018971e006ef |            5
 7e675537-6a7b-48ab-9bb8-6e2ddb3cd7b6 |            5
 9650db5f-2a27-4cd7-b509-aa3b05b8dade |            5
 3d6329b4-f5f5-4f52-857a-b8ee1222922d |            5
 5521fa1d-9525-4bfa-addb-d3cc711bb043 |            5
 01f717d8-baaf-427d-a927-08c79713ae79 |            5
 01f717d8-baaf-427d-a927-08c79713ae79 |            2
 7947621f-5682-4e02-a8f9-6e10ac625527 |            5
 b02f5b6c-a0f0-4125-9aad-11ab1d0e015a |            5
 b02f5b6c-a0f0-4125-9aad-11ab1d0e015a |            5
 f54a6091-afbc-46fb-bfa0-905df7a6f92c |            5
 f54a6091-afbc-46fb-bfa0-905df7a6f92c |             
 fc7b37a2-aced-464d-b857-8f41b1b67abc |            5
 b46f4f18-bb11-431e-b017-72ebb3c1a13f |            5
 b46f4f18-bb11-431e-b017-72ebb3c1a13f |            5
 13c527f8-600e-4ba9-adc4-34c8fe65ac7a |            5
 498f3d22-20f5-4778-80dd-5df6fe75c6d1 |            5
 498f3d22-20f5-4778-80dd-5df6fe75c6d1 |            5
 3d6f72cb-c257-4d0b-aeac-75d353fd85d0 |            5
 3d6f72cb-c257-4d0b-aeac-75d353fd85d0 |            5
 1b3dced1-2b80-493f-9393-286985342201 |            5
 1b3dced1-2b80-493f-9393-286985342201 |            5
 68a882db-212f-488b-89bb-dd635c2a880e |            5
 68a882db-212f-488b-89bb-dd635c2a880e |            5
 2e3dc18d-7768-4384-afbb-0b92c4a482d1 |            5
 2e3b1173-7edb-4737-9500-a23d7b852518 |            5
 b6ac2862-a50f-4950-9ed0-b914941304ed |            5
 b6ac2862-a50f-4950-9ed0-b914941304ed |            5
 2e1cef67-f1ae-4fe9-b1e1-1c5766d57d69 |            5
 98c36984-e0ed-4618-a65c-e711286816d4 |            4
 98c36984-e0ed-4618-a65c-e711286816d4 |            5
 f33fbd23-ceb4-4f6c-bb98-aec0c029483f |            5
 f174b159-de46-4ce4-87ce-1e23f0140a3c |            5
 f174b159-de46-4ce4-87ce-1e23f0140a3c |            5
 d092c2b5-02b5-4140-9fe1-842e502831e0 |            5
 13df276a-48ef-46c3-8fed-7143c7a2b0bc |            5
 13df276a-48ef-46c3-8fed-7143c7a2b0bc |            5
 628682df-06a0-453e-aede-007a0b11bf1b |            5
 628682df-06a0-453e-aede-007a0b11bf1b |            5
 49aa8d13-fab5-461c-a233-3a1cf7f67f90 |            5
 49aa8d13-fab5-461c-a233-3a1cf7f67f90 |            5
 a14c3cf7-fdd7-47c0-a8fd-99d7a9093086 |            5
 53da6f0e-2b4d-482b-bbbe-a0a5d090bdc5 |            5
 7a5b2148-bf74-491d-b420-ee3ef3de8fad |            3
 93610622-4bdd-476d-9f3c-32809c8367b1 |            5
 93610622-4bdd-476d-9f3c-32809c8367b1 |            5
 55d7350f-64e4-4a7e-b0de-3a0b468926c3 |            5
 a4ae920f-f67c-48b7-958b-abe00136666f |            5
 deb32d69-cebb-4021-baf4-17607fc2a085 |             
 be17b71d-654c-4dbc-8df6-76d6e24218d1 |            5
 3ec98f71-5ed0-4b7b-98a3-6b04669dcc8c |            2
 3ec98f71-5ed0-4b7b-98a3-6b04669dcc8c |            5
 14827248-8fcf-46ae-a6f1-eec6b7dd9fec |            5
 14827248-8fcf-46ae-a6f1-eec6b7dd9fec |            5
 212f3652-c93e-4884-afa1-5a13a92c6815 |            5
 212f3652-c93e-4884-afa1-5a13a92c6815 |            5
 71b39b6b-e3f4-479b-b102-100f98c30ca6 |            5
 71b39b6b-e3f4-479b-b102-100f98c30ca6 |            5
 21b2f863-71b6-4186-89c4-0e17944d3dc0 |            5
 0e3f2588-18f2-4721-87f5-1eb91f35800d |            5
 f859dab8-b5e2-4413-9ea5-e074d1efa929 |            5
 b1007e8d-ef50-46d7-9f10-791746da54be |            5
 bdeb6dd3-c066-49f9-b16b-31223794c5b3 |            5
 aedb6420-b5ad-4126-9590-83830b83245e |            4
 29096068-d375-4611-a169-58900f012f57 |            5
 29096068-d375-4611-a169-58900f012f57 |            5
 e01a9a0b-8623-42ab-a3ee-30cb12823b85 |            5
 c013767a-cfda-4dd6-95f9-f5c9a98251ac |            5
 c013767a-cfda-4dd6-95f9-f5c9a98251ac |            5
 e4c4092e-424f-4d4f-9990-cb0514200040 |            5
 e4c4092e-424f-4d4f-9990-cb0514200040 |            5
 69efcf1f-e9d4-4446-b3c7-cf51172ca267 |            5
 69efcf1f-e9d4-4446-b3c7-cf51172ca267 |            5
 b00c97a4-8d9f-4379-b663-3d3385b4b942 |            5
 8c71bab6-0054-4ac6-b384-dd9d3f1c59f5 |            5
 8c71bab6-0054-4ac6-b384-dd9d3f1c59f5 |            5
 627235b6-4450-4595-b72b-f010a0066434 |            5
 627235b6-4450-4595-b72b-f010a0066434 |            5
 16e7af0d-6d0a-46d1-8e7c-378d918312ae |            5
 209aaa4c-8338-4601-8549-a42215da783b |            5
 209aaa4c-8338-4601-8549-a42215da783b |            3
 3fcde12f-8244-429c-8acd-cb41b85b9567 |            5
 3fcde12f-8244-429c-8acd-cb41b85b9567 |            5
 95a6192a-294c-4a0d-aea6-196d6af22162 |             
 07dc73af-c1be-43cd-b74f-67e0a856b49a |            5
 a879c164-e626-481e-bcc1-61a38272371c |            5
 98d49ed5-2b57-47d5-b734-777d7995bf65 |            5
 98d49ed5-2b57-47d5-b734-777d7995bf65 |            3
 ba984b93-8a53-4fae-a23e-87f1d7ebce9d |            5
 ba984b93-8a53-4fae-a23e-87f1d7ebce9d |            4
 d5cd8442-739f-4b8b-b81b-6004c277b248 |            5
 35ea5fbc-e4cc-4ea1-8214-5550a90c0e9b |            5
 35ea5fbc-e4cc-4ea1-8214-5550a90c0e9b |            5
 1ea14ec4-3783-4361-8e09-9880bf3da18b |            5
 1ea14ec4-3783-4361-8e09-9880bf3da18b |            5
 80744268-0e67-4931-b45e-335f396e6e4c |            5
 8eb04bd6-770e-4644-9ff4-2c67b939a9d5 |            5
 8eb04bd6-770e-4644-9ff4-2c67b939a9d5 |            5
 70fc6a1a-6e0a-4d0e-b74e-a9ff384d1b3d |            5
 418f7b3b-bcea-40c9-bfab-a292fd176a58 |             
 418f7b3b-bcea-40c9-bfab-a292fd176a58 |            5
 21979810-063d-4871-9752-142151526878 |            5
 de6d6c95-72c3-4671-b64d-6df0bfe205ab |             
 c8efc924-4f9e-4805-994c-4ca896962312 |            5
 c8efc924-4f9e-4805-994c-4ca896962312 |            5
 2f633c29-5b20-4903-80f6-08e8ac202826 |            4
 2f633c29-5b20-4903-80f6-08e8ac202826 |            5
 20eba1c1-6652-4275-a118-edaaac6c0784 |            5
 20eba1c1-6652-4275-a118-edaaac6c0784 |            5
 8e1686aa-fce2-491a-b298-75cc8a0a388a |            5
 6cadb935-594f-407b-b60d-706c0e09d408 |            5
 5d537e27-d5d2-4e35-a4ff-5198c3eea035 |            5
 ffb6ceb7-7c34-497b-80d5-c997ec696bd4 |            5
 1a03bdfb-465d-45c8-ae9b-bce6ddcde403 |            5
 2e443ace-ad01-422d-a7ab-47cac9bd2dcd |            5
 d0caf164-59b8-4fd8-aab6-d50873ed412a |            5
 d0caf164-59b8-4fd8-aab6-d50873ed412a |            5
 f8df1c58-8ddc-42e4-93f0-ac44a004c0c8 |            5
 b1ac7ffd-11e1-4782-90c9-b33a35037683 |            5
 b1ac7ffd-11e1-4782-90c9-b33a35037683 |            5
 3611be40-d3b4-4468-8978-e369c20078b5 |             
 9e6d4c0c-d69c-4def-9b99-b9a5adcbc652 |            5
 9e6d4c0c-d69c-4def-9b99-b9a5adcbc652 |            5
 6c2555ea-851a-43ca-ba24-638a22da6d6e |            5
 6c2555ea-851a-43ca-ba24-638a22da6d6e |            5
 e71a28a9-7c8a-4567-a2ab-52e14d548e4d |            5
 56f5c86d-4d02-409c-8933-2e2a034a128e |            5
 7948ef95-f3a5-4f87-abfd-f10eea21c1c8 |            5
 7948ef95-f3a5-4f87-abfd-f10eea21c1c8 |            5
 5b6ae64e-9a41-4bdd-980c-71ce12031475 |            5
 5b6ae64e-9a41-4bdd-980c-71ce12031475 |             
 d9c6ea0a-b10d-4c7f-b6dd-d35f024b907a |            5
 d9c6ea0a-b10d-4c7f-b6dd-d35f024b907a |            5
 cdc2afbf-b76f-4b0f-afb1-85c3611d9a85 |            5
 cdc2afbf-b76f-4b0f-afb1-85c3611d9a85 |            5
 ab0a430e-1ab9-4e5f-a43b-37b8eb0dd6e8 |            5
 9dfbf88c-0ffa-4d09-956d-fcb6dde4dd29 |            5
 9dfbf88c-0ffa-4d09-956d-fcb6dde4dd29 |            3
 d8dd08ce-c8f0-4921-980e-5208d4e10ca1 |            5
 d8dd08ce-c8f0-4921-980e-5208d4e10ca1 |            5
 72a80561-57b9-4373-a8f7-08cbd58bb246 |            5
 2d285c24-0ead-4ead-b42b-40c9fb340425 |            5
 3dbf4b4f-5867-4be1-9aa9-27e885dea75e |            5
 c16a5571-173f-46b0-9cae-e9c4f25c4cf7 |            5
 c16a5571-173f-46b0-9cae-e9c4f25c4cf7 |            5
 56b9d6d6-0cbc-4b97-9e17-d217bacf9efa |            4
 c2597752-f95b-431e-871c-02b9f3035add |            5
 6176232c-8816-4311-ac4a-d422a16177f2 |            5
 2e065d95-0fcb-42f4-92e0-7cd9d1c81e9c |            5
 5ac6024b-8888-47a9-b3a5-c4fae83014dd |            5
 5ac6024b-8888-47a9-b3a5-c4fae83014dd |            2
 38be305c-f16f-4e93-9073-4bd3ca160569 |            5
 38be305c-f16f-4e93-9073-4bd3ca160569 |            5
 431fd117-0ab5-4613-8998-bbd44f6d7b43 |            5
 42e78680-8e1b-4ad9-b165-70d79fd3a987 |            5
 42e78680-8e1b-4ad9-b165-70d79fd3a987 |            5
 8a75c548-d37a-407b-8234-4b25714bc316 |            5
 453aa2b4-bd4a-4269-b2c8-d31ef115be7a |            5
 453aa2b4-bd4a-4269-b2c8-d31ef115be7a |            4
 3f1857eb-8aed-46c2-a55f-2c85d99661dd |            5
 6233a307-48f9-4e02-9f06-5116c53824b6 |            5
 11c361e7-4568-4ae2-8c00-5795658d5d9b |            5
 11c361e7-4568-4ae2-8c00-5795658d5d9b |            5
 28e0ed29-80a8-403e-bdde-5df37217723c |            5
 28e0ed29-80a8-403e-bdde-5df37217723c |            5
 194d6536-8724-4798-98ed-5fa93c51e909 |            5
 194d6536-8724-4798-98ed-5fa93c51e909 |            3
 54bb4551-b9cf-45d4-b311-0d639a76483e |            5
 fb6b1fbf-7512-4bc7-a9c5-dc23dd4dd550 |            5
 fb6b1fbf-7512-4bc7-a9c5-dc23dd4dd550 |            5
 359d4361-e22e-488c-b66b-434ab4cf1758 |            5
 f8ea079b-c8e9-47a6-9970-642c08284641 |            5
 6befef97-abf1-49e0-aa22-de3af623100d |            1
 e3b40613-d6ca-41f2-a7b4-d6eabe3247e0 |             
 577ae94d-45c8-4804-9a50-40e91048d81d |            2
 238aa827-90a4-47ee-8e2c-fad396456f8d |            5
 1c32ffdf-bf79-411e-86ce-f9cc2ae24190 |            5
 1c32ffdf-bf79-411e-86ce-f9cc2ae24190 |            5
 a3bee89b-047c-49d2-bdd7-fc11581772b1 |            5
 f0dc6435-266a-485e-8c3c-b07ad5fe5d29 |            5
 f10f0d29-57c5-4031-b598-f71697e5dddc |            5
 672e3db6-3d46-4995-87f7-aea08252514f |            4
 2f7069d8-39a2-4430-a6f3-63c0e3ee0349 |            5
 2f7069d8-39a2-4430-a6f3-63c0e3ee0349 |            5
 fed2a11f-7be2-489b-9e69-80adec286c3c |            5
 fed2a11f-7be2-489b-9e69-80adec286c3c |            5
 4ba448f8-e3b6-4a8c-8e30-edf6d606b7f0 |            5
 4ba448f8-e3b6-4a8c-8e30-edf6d606b7f0 |            5
 415840fe-fa6e-4392-b918-d38e6647e91c |            4
 415840fe-fa6e-4392-b918-d38e6647e91c |            3
 49f8305e-559c-49a4-a4b5-e6c488fd52fd |            5
 175fb366-4474-40eb-a476-c441825da598 |            5
 ff0bded7-5a4b-4733-87af-55f77810ebd1 |            4
 ff0bded7-5a4b-4733-87af-55f77810ebd1 |            4
 fe5e055f-6615-488f-88a7-8bcc1a9cf8aa |            5
 fe5e055f-6615-488f-88a7-8bcc1a9cf8aa |            5
 adde00a5-5e7c-4a5f-8927-0a251e9f68d3 |            5
 adde00a5-5e7c-4a5f-8927-0a251e9f68d3 |            5
 a56e9490-98d9-4d06-91c1-f89c6f9166f0 |            5
 a56e9490-98d9-4d06-91c1-f89c6f9166f0 |            5
 dfcdb2ec-79ef-4ad8-9af5-c88c84d8126c |            5
 dfcdb2ec-79ef-4ad8-9af5-c88c84d8126c |            5
 024d415a-4543-4e73-88c6-f4609e1bf1ed |            4
 024d415a-4543-4e73-88c6-f4609e1bf1ed |            5
 5894e11c-afe6-4f04-a42f-873dc3459878 |            5
 f2590771-3084-4574-a286-3ac3bb19606e |            5
 f2590771-3084-4574-a286-3ac3bb19606e |            5
 39e92e51-d9ea-49df-ad69-5d5ff26df882 |            5
 be27698c-ca5d-4957-bc68-094ffcb42062 |            5
 be27698c-ca5d-4957-bc68-094ffcb42062 |            5
 e22895b3-5e25-4328-b0c7-44e90297907f |            5
 e22895b3-5e25-4328-b0c7-44e90297907f |            5
 4758da03-f56d-4cf6-a58d-17dd3d7d8445 |            5
 03f4f4a8-c60c-41d7-a1cb-17b2d36ee183 |            5
 33876cb9-efc3-4527-aae1-50c817782cbe |            5
 33876cb9-efc3-4527-aae1-50c817782cbe |            5
 e5506c91-cb0e-4629-acc5-8b84c9276cd6 |            5
 e5506c91-cb0e-4629-acc5-8b84c9276cd6 |            5
 6538869f-f37f-442e-b44c-cca3cefca93b |            5
 5b530783-58fb-4100-8c0d-eae1a8ac66cf |            5
 17b1c9db-ab78-4cfb-8a81-5995d8e72b7c |            5
 08308cd0-344a-4283-81ca-505bbb2d28eb |            5
 08308cd0-344a-4283-81ca-505bbb2d28eb |            5
 84fa104f-4f17-4277-b281-809c80755355 |            5
 b35ef7d6-abd7-4517-b4d3-64b4a714899f |            5
 b35ef7d6-abd7-4517-b4d3-64b4a714899f |            5
 7c27308f-a29a-4eb3-ab7b-959843b610ee |            5
 7c27308f-a29a-4eb3-ab7b-959843b610ee |            5
 09f8a1eb-682b-423e-ba2e-ebd1864eeffb |            5
 c74725b4-9b6c-4e4d-9dec-55d9b56caf42 |            5
 c74725b4-9b6c-4e4d-9dec-55d9b56caf42 |            5
 d69040f2-81cf-4416-a84d-465680aa517f |            5
 08e6ca94-584d-40f0-ad7d-eb2fa5690d12 |            5
 cc5ae3de-f54b-4c22-9f97-a7a341403dcd |            5
 cc5ae3de-f54b-4c22-9f97-a7a341403dcd |            3
 45f0f1c1-096c-4df1-a9ea-2c98440747b0 |            5
 37598ae9-a328-43d9-bab5-2f948bf0abe1 |            5
 37598ae9-a328-43d9-bab5-2f948bf0abe1 |            5
 58cf91d3-5179-4adb-be4e-cd097eba8fa3 |            5
 cc5a74f3-5752-4b16-9923-5594a5907fb5 |            5
 160d0426-867c-4d68-9bf5-85c75e2ecbf2 |            5
 da457e00-f129-4cc8-963b-259ce6a953fc |            5
 b709e8ba-b5b5-46bf-8295-ceb04ab54106 |            5
 b709e8ba-b5b5-46bf-8295-ceb04ab54106 |            5
 e1500a1e-7cb6-4862-97f7-060b71cac3c6 |            4
 e1500a1e-7cb6-4862-97f7-060b71cac3c6 |            5
 1a470b2b-054c-4c3a-b77b-c4aaba4c16cb |            5
 30448ec1-d331-444a-822b-7032fd65c24e |            5
 30448ec1-d331-444a-822b-7032fd65c24e |            5
 456e25aa-901d-4016-9dc7-87c3447e3d40 |            5
 456e25aa-901d-4016-9dc7-87c3447e3d40 |            5
 43ed0923-aa37-41f3-901d-fde2180a8040 |            5
 4d1025c2-db88-47cf-a5cd-e52347e147cb |            5
 d345ec91-68e7-4be5-8513-afe61353c6e8 |            5
 33a15f34-d2f9-49e2-a2fb-fe36fcf0c7d8 |            2
 65195cdf-fec7-48f8-986f-1415f5a70272 |            5
 8c8fef6e-62ac-4801-add9-2c0f22f343ff |            5
 40d022d4-825a-4816-859f-92e30d029894 |            5
 40d022d4-825a-4816-859f-92e30d029894 |            5
 ffea312b-e74e-434e-ba37-fd53f5dbb9e3 |            5
 48ec2746-fc6b-4814-a37a-706fb1078b66 |            4
 48ec2746-fc6b-4814-a37a-706fb1078b66 |            5
 ebdb51c5-3980-4364-8e9f-9a8d4d26f999 |            5
 ebdb51c5-3980-4364-8e9f-9a8d4d26f999 |            5
 779845a0-d3fa-44d9-b789-30d3d61cf46e |            5
 779845a0-d3fa-44d9-b789-30d3d61cf46e |            5
 cc4020f6-9fe4-430d-8237-3710614275c1 |            5
 9ede2f56-9d3d-43dc-85ee-7f5a5ea509c9 |            5
 9ede2f56-9d3d-43dc-85ee-7f5a5ea509c9 |            5
 e0d57734-07b0-4158-b442-716955f6175c |            5
 c9d86029-8ae5-4ce3-8536-d64383f31f64 |            4
 2f3c2e0a-e188-420e-ae83-8673ea692d66 |            5
 459ed706-9310-477f-9f51-7a290b28b6a8 |            3
 459ed706-9310-477f-9f51-7a290b28b6a8 |            5
 e90f529b-1061-4efd-9bba-f73ecee2ef27 |            5
 e90f529b-1061-4efd-9bba-f73ecee2ef27 |            4
 f0002160-e57e-4e90-ac7e-c8fcdbbae26f |            5
 457accf4-bd99-4b9d-b540-ef200e65afbd |            5
 457accf4-bd99-4b9d-b540-ef200e65afbd |            4
 ba12a5df-1ef8-4e3d-909a-798958d36689 |            5
 ba12a5df-1ef8-4e3d-909a-798958d36689 |            5
 403707fd-b110-4216-b678-6dbc92eb6fad |             
 403707fd-b110-4216-b678-6dbc92eb6fad |            5
 f579351b-177c-4c1c-850a-58bbda8b0b22 |            5
 056c3d91-dce7-4071-91d3-1de816ee63a3 |             
 056c3d91-dce7-4071-91d3-1de816ee63a3 |            4
 c64a1daf-d7f5-4c8c-ac9f-df634d77327b |            5
 aa7702bc-5271-469c-a1c2-b7e814fd7e20 |            5
 8643fa00-217a-42ae-a27d-e6f47c0501f1 |            5
 7a15af58-39d0-4207-bfdf-3fa176b7fb4e |            5
 7a15af58-39d0-4207-bfdf-3fa176b7fb4e |            5
(365 rows)

