                  id                  | event_id | subject |       scheduled_time       
 a2f3829c-aa78-4721-9243-0b2472c57e96 |    54634 | phys    | 2020-01-20 16:00:00
 0fffa174-fd7c-4266-ba9a-0ad5702853b3 |    51309 | bio     | 2020-01-11 12:00:00
 dc341ca4-5ae8-4110-be89-c4763414f98e |    50116 | bio     | 2020-01-11 12:00:00
 d02cb3a6-2e65-4f78-9f0a-013015af048c |    51415 | phys    | 2020-01-11 12:00:00
 3b036097-26ee-4637-9a27-2f59db39a684 |    44081 | phys    | 2020-01-11 12:00:00
 dde47969-7110-4d74-b104-4d158ec260bb |    48824 | phys    | 2020-01-20 17:00:00
 e0751a57-06ae-4ec0-9364-1a855ce99d39 |    53969 | phys    | 2020-01-20 16:45:00
 63fc0bcd-5ea6-448b-b0bc-23e2927de031 |    45062 | phys    | 2020-01-11 12:15:00
 4e35883f-60d1-445e-8a1c-71861fe5b4e0 |    53060 | phys    | 2020-01-11 11:00:00
 70493be7-80cf-4f9f-b452-de6658c9b58f |    53021 | bio     | 2020-01-11 14:00:00
 36dbac4e-c2f3-40d9-800d-955bef36fbcd |    52520 | bio     | 2020-01-11 13:00:00
 ecf338aa-2007-4340-b9ae-c4636e34730b |    53357 | hist    | 2020-01-11 14:53:58.520001
 4bc398db-78a2-4994-a6bd-85b6ba6b67ab |    53346 | phys    | 2020-01-12 10:00:00
 69131767-f538-4305-ad4d-2f854f64e210 |    38199 | phys    | 2020-01-11 15:00:00
 5f4a21db-9e84-4b31-88c4-d212ea1f34c9 |    53309 | bio     | 2020-01-12 11:30:00
 4b8d1d83-3cce-4a98-8cae-9bd38f6b2a8f |    44082 | phys    | 2020-01-11 13:00:00
 aa408d50-596d-4daa-bebd-56beaaa1ad74 |    52291 | hist    | 2020-01-11 10:00:00
 8d20db8a-e147-493e-a1b5-11b7f708e78c |    52960 | hist    | 2020-01-11 14:00:00
 28229364-321a-46f7-a683-2a039d649389 |    53323 | bio     | 2020-01-11 13:48:55.228524
 3cd672c4-5f4f-4cac-a4c3-670a26847fd2 |    53360 | phys    | 2020-01-12 10:00:00
 4b0ba959-8caa-4399-b6b9-018971e006ef |    41959 | phys    | 2020-01-11 14:00:00
 7249f33f-2a68-47dc-9d29-93d0b42b18cf |    53366 | phys    | 2020-01-14 18:00:00
 7e675537-6a7b-48ab-9bb8-6e2ddb3cd7b6 |    50692 | bio     | 2020-01-11 15:30:00
 9650db5f-2a27-4cd7-b509-aa3b05b8dade |    44680 | phys    | 2020-01-11 17:00:00
 3d6329b4-f5f5-4f52-857a-b8ee1222922d |    53370 | phys    | 2020-01-12 10:00:00
 e33d0d1b-82ed-4379-b81f-088a52795724 |    51984 | phys    | 2020-01-11 17:00:00
 4e66b61e-73e4-4ee4-89a4-bac4fadb6de2 |    52627 | phys    | 2020-01-11 16:00:00
 5521fa1d-9525-4bfa-addb-d3cc711bb043 |    53378 | bio     | 2020-01-12 15:00:00
 598ac7f5-175b-4f44-ae98-8e5e186cf3ce |    41962 | phys    | 2020-01-12 07:00:00
 01f717d8-baaf-427d-a927-08c79713ae79 |    52385 | hist    | 2020-01-12 09:00:00
 7947621f-5682-4e02-a8f9-6e10ac625527 |    49934 | phys    | 2020-01-11 16:00:00
 d83694d5-1b3c-427c-856e-af41caa849ca |    53465 | bio     | 2020-01-12 08:30:00
 b02f5b6c-a0f0-4125-9aad-11ab1d0e015a |    49007 | phys    | 2020-01-12 05:00:00
 f54a6091-afbc-46fb-bfa0-905df7a6f92c |    44503 | phys    | 2020-01-11 17:00:00
 fc7b37a2-aced-464d-b857-8f41b1b67abc |    41963 | phys    | 2020-01-12 09:00:00
 b46f4f18-bb11-431e-b017-72ebb3c1a13f |    51760 | phys    | 2020-01-12 07:00:00
 13c527f8-600e-4ba9-adc4-34c8fe65ac7a |    52364 | phys    | 2020-01-12 09:00:00
 498f3d22-20f5-4778-80dd-5df6fe75c6d1 |    53441 | phys    | 2020-01-12 07:30:00
 3d6f72cb-c257-4d0b-aeac-75d353fd85d0 |    44787 | phys    | 2020-01-12 07:00:00
 1b3dced1-2b80-493f-9393-286985342201 |    49010 | phys    | 2020-01-12 06:00:00
 0f818a79-8104-4ff0-98cc-3d0f367671bb |    53460 | bio     | 2020-01-12 07:30:00
 68a882db-212f-488b-89bb-dd635c2a880e |    49117 | phys    | 2020-01-12 10:00:00
 2e3dc18d-7768-4384-afbb-0b92c4a482d1 |    45880 | hist    | 2020-01-13 10:15:00
 2e3b1173-7edb-4737-9500-a23d7b852518 |    38114 | phys    | 2020-01-12 12:00:00
 a240f656-3c9c-4710-b71b-9ae28701d6d8 |    53508 | bio     | 2020-01-12 11:00:00
 b6ac2862-a50f-4950-9ed0-b914941304ed |    48454 | it      | 2020-01-12 14:00:00
 2e1cef67-f1ae-4fe9-b1e1-1c5766d57d69 |    51645 | phys    | 2020-01-12 14:00:00
 98c36984-e0ed-4618-a65c-e711286816d4 |    52053 | phys    | 2020-01-12 11:00:00
 86f9f4bd-f039-4243-971f-c5b871a6106c |    53536 | hist    | 2020-01-18 09:00:00
 7335637c-0259-40a8-a21a-56fff3e02063 |    53537 | hist    | 2020-01-18 09:00:00
 f33fbd23-ceb4-4f6c-bb98-aec0c029483f |    41964 | phys    | 2020-01-12 11:00:00
 f174b159-de46-4ce4-87ce-1e23f0140a3c |    51439 | bio     | 2020-01-13 12:00:00
 b552b0ae-8ad5-45c7-b05b-8d5e66c784f6 |    53545 | bio     | 2020-01-12 12:15:00
 d092c2b5-02b5-4140-9fe1-842e502831e0 |    51683 | bio     | 2020-01-13 13:00:00
 8ac45e70-44ff-41d7-9169-fb72b0fbda09 |    53093 | hist    | 2020-01-12 11:00:00
 9894c924-65b1-4463-98f6-85748929d7ef |    53092 | hist    | 2020-01-12 11:00:00
 e4305046-053d-4a41-9dba-7128a45ebc39 |    53552 | phys    | 2020-01-12 12:36:32.303083
 bf0c5d55-782f-4645-9de8-2e0e5ce49f77 |    53046 | hist    | 2020-01-12 12:00:00
 b937d0ce-4bc9-4b22-90bc-21ca1e34e316 |    53554 | bio     | 2020-01-12 12:36:56.694411
 611b1c91-960c-4244-8fe7-dcc78ebf10b0 |    53142 | hist    | 2020-01-12 13:00:00
 13df276a-48ef-46c3-8fed-7143c7a2b0bc |    51677 | bio     | 2020-01-12 12:00:00
 628682df-06a0-453e-aede-007a0b11bf1b |    45778 | phys    | 2020-01-12 12:00:00
 6d16366e-21ca-45f3-acbb-ba6c2e241b1e |    53587 | hist    | 2020-01-15 15:00:00
 d947d1c3-1ea6-425d-b223-cae66b7a0583 |    53586 | hist    | 2020-01-15 15:00:00
 49aa8d13-fab5-461c-a233-3a1cf7f67f90 |    51450 | phys    | 2020-01-12 13:00:00
 b2b95218-2b98-446e-92fe-55fb2e628e7b |    51035 | phys    | 2020-01-13 14:00:00
 a14c3cf7-fdd7-47c0-a8fd-99d7a9093086 |    53486 | hist    | 2020-01-13 14:00:00
 53da6f0e-2b4d-482b-bbbe-a0a5d090bdc5 |    51811 | phys    | 2020-01-13 14:00:00
 7a5b2148-bf74-491d-b420-ee3ef3de8fad |    51568 | it      | 2020-01-12 13:00:00
 32b1159d-a7a2-49fc-a9c6-43c66ec062c3 |    53594 | bio     | 2020-01-12 14:00:00
 93610622-4bdd-476d-9f3c-32809c8367b1 |    52790 | hist    | 2020-01-12 13:00:00
 55d7350f-64e4-4a7e-b0de-3a0b468926c3 |    53216 | phys    | 2020-01-12 17:00:00
 a50ccb35-5e52-4b00-94b2-f0befd6b5c45 |    53569 | bio     | 2020-01-13 16:00:00
 e8eef38c-81dd-4bc2-95f9-d4cc532b54bc |    53582 | phys    | 2020-01-13 16:00:00
 a4ae920f-f67c-48b7-958b-abe00136666f |    50760 | it      | 2020-01-12 15:00:00
 deb32d69-cebb-4021-baf4-17607fc2a085 |    49238 | it      | 2020-01-13 17:00:00
 be17b71d-654c-4dbc-8df6-76d6e24218d1 |    49982 | phys    | 2020-01-12 16:00:00
 48629b8b-5593-43bd-be5f-b6e2cb5ed51d |    52685 | it      | 2020-01-12 16:00:00
 3ec98f71-5ed0-4b7b-98a3-6b04669dcc8c |    51650 | bio     | 2020-01-12 16:00:00
 14827248-8fcf-46ae-a6f1-eec6b7dd9fec |    42871 | phys    | 2020-01-13 10:00:00
 a59b43e7-4cfc-43c6-be3c-e986a726a3c8 |    53748 | hist    | 2020-01-15 11:00:00
 a93bd8b0-6573-432b-97fa-49685b8e9819 |     9170 | bio     | 2020-01-11 12:30:00
 212f3652-c93e-4884-afa1-5a13a92c6815 |    53356 | phys    | 2020-01-13 10:00:00
 4c69c32f-c77d-493d-ab2c-5f918c0bbd35 |    50079 | phys    | 2020-01-14 09:30:00
 71b39b6b-e3f4-479b-b102-100f98c30ca6 |    48046 | phys    | 2020-01-13 14:00:00
 21b2f863-71b6-4186-89c4-0e17944d3dc0 |    51941 | phys    | 2020-01-14 10:00:00
 0e3f2588-18f2-4721-87f5-1eb91f35800d |    50968 | bio     | 2020-01-14 10:15:00
 a5b642ee-0003-4a59-8778-acdb7b3af7b3 |    53964 | phys    | 2020-01-13 12:29:46.101222
 f859dab8-b5e2-4413-9ea5-e074d1efa929 |    47670 | phys    | 2020-01-14 14:30:00
 59413cc1-83af-4cfb-b1b9-1e7dd06482a1 |    48824 | phys    | 2020-01-13 17:00:00
 caa8c8ef-eaea-4e99-9d0b-cb363b542eaf |    46789 | it      | 2020-01-14 15:00:00
 b1007e8d-ef50-46d7-9f10-791746da54be |    51294 | it      | 2020-01-14 15:00:00
 bdeb6dd3-c066-49f9-b16b-31223794c5b3 |    52484 | phys    | 2020-01-14 14:00:00
 db716180-2c7b-4320-ada2-035988bc9dde |    51570 | phys    | 2020-01-14 15:30:00
 f69be6cf-b277-4831-98bd-f7d1c038e64b |    51785 | it      | 2020-01-13 16:00:00
 aedb6420-b5ad-4126-9590-83830b83245e |    53159 | phys    | 2020-01-14 16:00:00
 29096068-d375-4611-a169-58900f012f57 |    53969 | phys    | 2020-01-13 16:45:00
 e01a9a0b-8623-42ab-a3ee-30cb12823b85 |    49590 | phys    | 2020-01-14 17:00:00
 aa547860-c868-408b-9eba-2202fbcb7ee9 |    48888 | it      | 2020-01-14 17:00:00
 c013767a-cfda-4dd6-95f9-f5c9a98251ac |    49377 | bio     | 2020-01-14 16:30:00
 e4c4092e-424f-4d4f-9990-cb0514200040 |    51252 | phys    | 2020-01-14 17:00:00
 69efcf1f-e9d4-4446-b3c7-cf51172ca267 |    51153 | phys    | 2020-01-13 17:00:00
 b00c97a4-8d9f-4379-b663-3d3385b4b942 |    43635 | phys    | 2020-01-13 17:00:00
 d94e162d-45fb-41ca-aa60-748345740dcf |    54054 | it      | 2020-01-14 17:30:00
 8c71bab6-0054-4ac6-b384-dd9d3f1c59f5 |    51748 | hist    | 2020-01-13 13:00:00
 627235b6-4450-4595-b72b-f010a0066434 |    47447 | it      | 2020-01-14 14:00:00
 16e7af0d-6d0a-46d1-8e7c-378d918312ae |    48115 | phys    | 2020-01-14 19:00:00
 67701cfc-a458-49a5-b12f-fd7476b06884 |    54077 | bio     | 2020-01-13 19:03:58.283198
 d330a272-a64c-4af2-a9b0-08037a5dc961 |    52246 | hist    | 2020-01-15 05:00:00
 209aaa4c-8338-4601-8549-a42215da783b |    54049 | hist    | 2020-01-14 11:00:00
 3fcde12f-8244-429c-8acd-cb41b85b9567 |    47104 | it      | 2020-01-14 16:30:00
 7a15af58-39d0-4207-bfdf-3fa176b7fb4e |    51534 | bio     | 2020-01-14 08:00:00
 1142e4b7-4c9b-454e-9bd2-935574ce6d92 |    54214 | phys    | 2020-01-17 18:00:00
 95a6192a-294c-4a0d-aea6-196d6af22162 |    54183 | bio     | 2020-01-14 10:00:00
 07dc73af-c1be-43cd-b74f-67e0a856b49a |    53376 | hist    | 2020-01-14 11:15:00
 223692be-1d8a-4aac-b207-3eb26a53d6fd |    54216 | phys    | 2020-01-17 18:00:00
 0ed9bb4d-1b37-43ef-9c92-158ca3d93ac6 |    54222 | phys    | 2020-01-16 09:00:00
 b8c62eaa-aced-4f9d-b27b-28fa787b5c45 |    54220 | phys    | 2020-01-16 09:00:00
 a879c164-e626-481e-bcc1-61a38272371c |    49199 | bio     | 2020-01-14 11:15:00
 98d49ed5-2b57-47d5-b734-777d7995bf65 |    50382 | it      | 2020-01-14 11:00:00
 ba984b93-8a53-4fae-a23e-87f1d7ebce9d |    48934 | bio     | 2020-01-14 12:00:00
 d5cd8442-739f-4b8b-b81b-6004c277b248 |    46620 | it      | 2020-01-15 10:00:00
 35ea5fbc-e4cc-4ea1-8214-5550a90c0e9b |    48124 | phys    | 2020-01-15 08:00:00
 1ea14ec4-3783-4361-8e09-9880bf3da18b |    52486 | it      | 2020-01-14 12:00:00
 80744268-0e67-4931-b45e-335f396e6e4c |    51173 | phys    | 2020-01-14 13:00:00
 8eb04bd6-770e-4644-9ff4-2c67b939a9d5 |    48851 | phys    | 2020-01-14 15:00:00
 70fc6a1a-6e0a-4d0e-b74e-a9ff384d1b3d |    52008 | bio     | 2020-01-14 15:00:00
 418f7b3b-bcea-40c9-bfab-a292fd176a58 |    48292 | phys    | 2020-01-14 13:30:00
 dce17f16-21f8-4210-9b59-e6020c8f4d2e |    54328 | hist    | 2020-01-19 11:00:00
 21979810-063d-4871-9752-142151526878 |    53227 | hist    | 2020-01-14 16:00:00
 de6d6c95-72c3-4671-b64d-6df0bfe205ab |    48612 | it      | 2020-01-14 16:00:00
 c8efc924-4f9e-4805-994c-4ca896962312 |    49841 | bio     | 2020-01-14 16:00:00
 2f633c29-5b20-4903-80f6-08e8ac202826 |    54170 | bio     | 2020-01-15 15:15:00
 20eba1c1-6652-4275-a118-edaaac6c0784 |    54259 | it      | 2020-01-15 11:00:00
 8e1686aa-fce2-491a-b298-75cc8a0a388a |    36642 | phys    | 2020-01-15 15:00:00
 db060e5a-5024-452a-a30b-94f486308945 |    53404 | hist    | 2020-01-15 15:00:00
 6cadb935-594f-407b-b60d-706c0e09d408 |    52019 | phys    | 2020-01-14 17:00:00
 5d537e27-d5d2-4e35-a4ff-5198c3eea035 |    51809 | bio     | 2020-01-14 17:00:00
 713e0d4e-82b2-4743-98cf-3dc5385f7c0d |    54341 | bio     | 2020-01-16 14:00:00
 ffb6ceb7-7c34-497b-80d5-c997ec696bd4 |    54292 | bio     | 2020-01-17 09:00:00
 fde2eb3b-dc83-4306-87eb-f3242d692342 |    50369 | phys    | 2020-01-15 16:00:00
 1a03bdfb-465d-45c8-ae9b-bce6ddcde403 |    39764 | it      | 2020-01-15 14:00:00
 2e443ace-ad01-422d-a7ab-47cac9bd2dcd |    52253 | it      | 2020-01-15 18:00:00
 d0caf164-59b8-4fd8-aab6-d50873ed412a |    53190 | phys    | 2020-01-15 14:00:00
 f8df1c58-8ddc-42e4-93f0-ac44a004c0c8 |    52064 | hist    | 2020-01-15 07:00:00
 b1ac7ffd-11e1-4782-90c9-b33a35037683 |    36681 | phys    | 2020-01-16 08:00:00
 d196d819-5e0a-42ee-9394-15dc31d99be0 |    54194 | bio     | 2020-01-16 07:00:00
 3611be40-d3b4-4468-8978-e369c20078b5 |    51535 | bio     | 2020-01-16 08:00:00
 9133b936-d21d-4eae-bc81-0187979a60d2 |    54140 | it      | 2020-01-15 17:00:00
 9e6d4c0c-d69c-4def-9b99-b9a5adcbc652 |    54476 | bio     | 2020-01-16 09:00:00
 6c2555ea-851a-43ca-ba24-638a22da6d6e |    54471 | hist    | 2020-01-15 15:15:00
 e71a28a9-7c8a-4567-a2ab-52e14d548e4d |    50361 | bio     | 2020-01-15 10:00:00
 56f5c86d-4d02-409c-8933-2e2a034a128e |    52267 | bio     | 2020-01-15 14:00:00
 c789df72-1b25-4908-9b81-9d80cd239c7e |    54491 | bio     | 2020-01-15 15:00:00
 7948ef95-f3a5-4f87-abfd-f10eea21c1c8 |    48865 | it      | 2020-01-15 16:00:00
 46d00f25-18af-4b64-bcc2-b2e42f784146 |    51338 | bio     | 2020-01-16 13:30:00
 5b6ae64e-9a41-4bdd-980c-71ce12031475 |    53462 | hist    | 2020-01-15 13:00:00
 b3c57bb5-af71-4c58-b6fa-2470102131b4 |    54521 | phys    | 2020-01-16 12:00:00
 d9c6ea0a-b10d-4c7f-b6dd-d35f024b907a |    40754 | phys    | 2020-01-15 15:15:00
 cdc2afbf-b76f-4b0f-afb1-85c3611d9a85 |    52594 | bio     | 2020-01-15 12:00:00
 ab0a430e-1ab9-4e5f-a43b-37b8eb0dd6e8 |    50302 | bio     | 2020-01-15 15:00:00
 9dfbf88c-0ffa-4d09-956d-fcb6dde4dd29 |    53980 | hist    | 2020-01-15 14:00:00
 d8dd08ce-c8f0-4921-980e-5208d4e10ca1 |    47893 | phys    | 2020-01-15 17:00:00
 72a80561-57b9-4373-a8f7-08cbd58bb246 |    52168 | it      | 2020-01-15 13:00:00
 2d285c24-0ead-4ead-b42b-40c9fb340425 |    46051 | phys    | 2020-01-16 15:00:00
 31aa59f2-2969-444c-88ab-17c00380f235 |    54253 | phys    | 2020-01-15 16:00:00
 6fbc1aac-57e2-4517-9ec8-69adea85b34a |    50906 | phys    | 2020-01-16 15:00:00
 3dbf4b4f-5867-4be1-9aa9-27e885dea75e |    54269 | phys    | 2020-01-16 17:00:00
 19053020-e4a9-489e-b6a9-e9c63c539dd3 |    49237 | bio     | 2020-01-16 17:00:00
 c16a5571-173f-46b0-9cae-e9c4f25c4cf7 |    54572 | it      | 2020-01-16 15:00:00
 56b9d6d6-0cbc-4b97-9e17-d217bacf9efa |    54493 | bio     | 2020-01-16 15:00:00
 bea2a3d0-ccc8-4d3a-b4ae-021773778ae8 |    54760 | it      | 2020-01-17 08:00:00
 c2597752-f95b-431e-871c-02b9f3035add |    54758 | it      | 2020-01-17 08:00:00
 c31f4a30-a9fd-4daf-bf28-bbf797f9e806 |    54748 | phys    | 2020-01-18 16:00:00
 8e072443-cecf-480e-80f6-fe7dfab6e04d |    54746 | phys    | 2020-01-18 16:00:00
 6176232c-8816-4311-ac4a-d422a16177f2 |    53794 | phys    | 2020-01-16 07:00:00
 40f6006e-274c-47ad-8ac8-3ecef024ad9b |    50080 | phys    | 2020-01-17 09:30:00
 45f616d9-e482-4df3-89eb-7d2db6672828 |    54984 | hist    | 2020-01-16 10:16:23.759569
 cff08c0b-6ed7-45ba-bf75-e7a433f9abac |    54742 | bio     | 2020-01-16 08:00:00
 17af6a49-3059-4f87-b2ee-e6a4978f37bf |    54875 | hist    | 2020-01-19 12:00:00
 2e065d95-0fcb-42f4-92e0-7cd9d1c81e9c |    53377 | hist    | 2020-01-17 11:15:00
 5ac6024b-8888-47a9-b3a5-c4fae83014dd |    53922 | hist    | 2020-01-17 11:00:00
 38be305c-f16f-4e93-9073-4bd3ca160569 |    54661 | bio     | 2020-01-16 10:30:00
 63675085-d7b5-4d06-8ac0-2de3d55dd4b0 |    55055 | bio     | 2020-01-17 15:00:00
 431fd117-0ab5-4613-8998-bbd44f6d7b43 |    52373 | it      | 2020-01-15 12:00:00
 ed53f33d-e5bd-418b-9128-8c03beb7b8b9 |    54596 | it      | 2020-01-16 16:00:00
 d35461ea-73b6-4fba-bdb8-94de264cc22b |    52509 | bio     | 2020-01-16 16:00:00
 26ac555e-6bb4-410e-bfcb-47386479ce9c |    45117 | bio     | 2020-01-16 16:00:00
 42e78680-8e1b-4ad9-b165-70d79fd3a987 |    49866 | bio     | 2020-01-16 13:00:00
 8a75c548-d37a-407b-8234-4b25714bc316 |    54068 | phys    | 2020-01-16 15:00:00
 453aa2b4-bd4a-4269-b2c8-d31ef115be7a |    47795 | phys    | 2020-01-17 15:00:00
 d1721b21-d1c0-4fc6-a86d-359d698b6aee |    55093 | phys    | 2020-01-17 12:00:00
 714fdff7-8889-461e-8260-fcdef98680d8 |    51339 | phys    | 2020-01-17 15:00:00
 87a2bde5-44dc-4d4b-8891-65c6b007b2be |    54580 | phys    | 2020-01-17 15:00:00
 3f1857eb-8aed-46c2-a55f-2c85d99661dd |    51234 | phys    | 2020-01-16 14:00:00
 8a7a2c82-f327-4789-add4-4f73053e688e |    55116 | phys    | 2020-01-17 16:00:00
 6233a307-48f9-4e02-9f06-5116c53824b6 |    52482 | phys    | 2020-01-16 14:00:00
 11c361e7-4568-4ae2-8c00-5795658d5d9b |    49926 | bio     | 2020-01-16 14:00:00
 28e0ed29-80a8-403e-bdde-5df37217723c |    55099 | hist    | 2020-01-17 13:00:00
 194d6536-8724-4798-98ed-5fa93c51e909 |    41625 | phys    | 2020-01-16 17:00:00
 54bb4551-b9cf-45d4-b311-0d639a76483e |    50773 | bio     | 2020-01-16 17:00:00
 d7602269-9cfe-467f-88ab-ec3bb32422e5 |    55110 | phys    | 2020-01-17 15:00:00
 fb6b1fbf-7512-4bc7-a9c5-dc23dd4dd550 |    52511 | phys    | 2020-01-17 16:00:00
 359d4361-e22e-488c-b66b-434ab4cf1758 |    54356 | phys    | 2020-01-17 18:00:00
